D,40,42,0.030351461819207115
B,11,30,3.409652183527493
D,21,36,-0.4391046112357877
C,10,33,-0.35891816281932387
C,31,42,2.3693477738177453
D,39,21,1.2253720435679964
B,14,42,0.29741498889015405
D,15,7,4.988866144031679
B,41,22,-0.897606134056887
B,9,12,3.9918300510995435
C,35,49,-1.9958229990942598
E,39,27,4.606865880304363
C,30,3,-0.11876955495361874
B,43,35,0.801902308774415
C,31,9,-1.8802558853467348
D,36,17,4.552118819887193
E,23,39,-1.1165930241995943
D,49,35,-0.18660545461424727
C,49,26,1.5154440595694791
E,41,21,0.7901811674339925
B,38,21,-0.8311802725792965
A,32,2,4.3052056586795135
C,17,43,-1.837973786849465
B,4,34,4.852974792925447
C,34,15,-0.9035167392955783
B,26,41,3.872318155468869
D,30,49,0.8475409514328804
C,15,13,-0.5544004675309993
E,30,41,-2.876635048131928
A,19,15,2.0058426065709423
D,47,32,4.357487281645272
D,20,36,0.8824340792739893
E,21,30,1.7369121977979063
D,34,32,2.597078670649201
B,23,26,3.203918775354179
C,16,9,2.009152525908987
A,9,17,4.536142840089788
E,22,8,2.0188201111374324
E,11,33,4.038936779149702
D,11,11,2.0878844754137997
E,31,13,4.532524504720348
C,46,40,0.3049682204454509
C,29,39,1.8832347202491735
E,31,20,0.831069715250214
B,43,43,4.665460094561401
B,25,8,4.726108506218792
E,32,39,0.9636462423355372
A,28,44,2.9438094955639604
D,5,26,-0.9635377102507714
E,10,10,4.495503726388537
B,47,22,-0.8505973731508134
B,42,16,1.7733048486324625
A,25,4,4.241319640781864
A,11,35,3.4375885588232578
A,25,7,-4.227549950044467
E,36,14,-2.7706909192230906
B,3,27,3.2408282880765533
D,35,10,0.42920127161151056
B,6,24,-1.8948431576029856
A,45,19,-4.318925385606849
E,18,26,0.26217683162293426
A,5,47,-4.9534511130943795
C,40,39,-1.4612905223063415
B,3,2,-1.1522887638005248
D,33,11,3.5331609637321746
C,20,1,1.1224943809200751
E,14,21,-1.4447195003286115
B,13,37,2.3545621961125347
B,23,46,1.0184731076964169
C,45,6,-0.08560619170582195
E,28,30,0.8375934629853816
C,9,38,0.4531907377397282
A,17,11,3.7150846447959633
B,13,46,2.566166560456754
A,22,40,0.5272116720904174
E,1,24,-2.5856795900732443
C,27,16,1.254682455464153
D,11,44,1.111142784857031
E,43,30,-2.715023147183823
D,4,45,3.094620687404417
B,22,4,2.172315330854918
D,20,50,1.220958518778942
A,41,11,1.6927176049086592
B,46,2,2.6860669228827536
C,23,41,1.8067732337577898
A,46,30,-4.4404760270886765
A,43,45,-0.894688566650724
B,25,30,1.8919271017456043
C,42,6,-1.4216624135522746
E,19,16,-0.8576777934416171
B,14,25,2.0527496848774076
C,30,6,0.009351652333251081
D,29,21,3.1217396145837046
A,43,48,1.1285955548839137
A,20,1,-4.6831950916819824
D,39,32,1.8572175222774767
C,4,17,0.6889264285423375
A,14,34,-1.448546259787935
B,15,32,0.9250444650468959
A,49,38,-1.8475323995524917
C,26,48,2.4089792176024876
E,14,44,-2.474233666819633
C,42,35,1.1143058345465082
C,4,32,-0.48495093544047063
D,17,6,3.4637671647496235
C,33,35,-1.3416410703388637
A,41,13,1.7801762488562032
D,5,29,3.500879036337217
E,10,13,2.074967990223362
D,27,43,1.484216744263076
C,4,45,-0.2327725863949941
B,43,47,-1.0437998555334325
E,14,6,2.7928814735629244
A,13,1,-2.403672191155005
E,41,13,-0.07370673389378712
E,7,17,0.698437324235968
D,47,25,-0.4966778361787372
C,17,10,1.2875256932022427
E,31,43,-0.1352277128605346
E,26,18,-2.9968121581098597
C,47,18,0.10905246449254857
C,16,13,-1.080231603642207
E,18,41,2.5061423879766345
A,18,36,-2.502476007239455
B,41,1,4.0085156400242035
E,40,31,2.966430105829758
B,44,5,-0.18802738485476
A,15,36,-4.923014100235477
B,24,40,1.8287215954824108
B,18,17,0.8820402320060392
A,1,17,1.0295031233631526
C,38,35,2.071443090227916
C,31,8,2.1293547001954085
D,48,17,1.6633311903069599
B,3,32,-0.4758149675687009
B,45,43,3.8916573638772647
E,3,17,3.3405336437457747
D,43,44,2.459543552496018
B,46,20,2.4955366791221083
C,4,9,-1.7097257231976881
A,3,14,3.127502063238655
A,48,25,-3.7919842641500026
B,12,43,3.5989696751749243
D,48,7,1.0373320112483215
A,33,30,1.6730447355932636
E,11,37,2.6166195083093857
B,40,20,2.497309410412483
A,11,20,-2.2523270521498775
E,23,45,2.06076474384602
C,50,5,0.1384363489579563
C,34,4,2.0829001010545802
E,5,19,-2.674554377165811
E,31,30,2.1928971179747547
A,37,7,-1.6040207053565858
D,43,16,1.9228722999607442
C,16,12,1.183688447076011
D,21,44,3.172335590380344
B,17,37,-1.3837076405797122
C,9,43,2.496499998776642
E,40,42,1.966879292370626
C,39,47,0.7319890447397093
C,21,41,1.3862751053551938
B,18,16,0.6376961583006455
B,36,27,4.969166056191549
D,5,35,-0.3153943653128679
C,13,28,1.1947369510317642
C,14,35,-1.4426723471640606
C,44,35,-0.32148350172283613
A,20,5,0.5659813545864667
C,46,33,2.9199023766788574
A,1,2,-0.4413410868661982
C,34,40,-0.7343188651342296
D,49,43,3.544583498998536
E,8,47,1.168922541576368
E,40,50,-2.972198369799365
A,7,38,-2.2649213744710184
E,3,35,4.9425293807178
D,4,1,4.830735237720324
D,47,2,2.152608032964381
B,11,31,1.7774793623681444
D,3,11,0.7336879705000787
B,12,24,2.046738652597659
D,29,4,0.871321967659288
E,10,38,-0.03870164099563933
E,46,36,-0.379886888598052
E,37,47,1.51728109151977
E,43,13,2.7733929912530533
A,6,42,-0.5756009484345554
B,23,37,0.8804853013793146
C,21,26,0.06108167262192765
B,10,26,-0.11159084290822952
A,35,39,0.48686962043313375
E,25,19,4.352064356013762
E,7,44,1.3232137774380526
C,25,17,1.4264463269005345
D,13,48,3.9447254592162437
D,29,22,-0.9812179457641415
B,45,21,1.3458282981290277
A,14,20,2.515326686682884
B,38,15,-0.27755797560708806
D,31,12,3.2864890625191725
D,44,6,1.812562042764359
A,2,22,1.7079228204085322
C,34,11,-0.32992431062902483
C,8,20,-0.3232080856367614
E,42,37,2.367824625288808
E,39,47,1.4312676787209124
B,21,10,-1.506438312506962
E,12,42,2.5256849965900416
C,39,5,2.3563931118183614
D,25,43,2.505172471160738
D,4,50,4.716608346808597
C,10,15,1.6369274244700915
C,2,9,1.0363337697544872
C,33,43,-1.4210684843672259
B,34,35,4.311806101140392
A,31,21,-3.664883167186521
A,37,40,3.1366796350928574
A,18,32,0.21535988742647127
D,29,40,2.2866998523700586
C,18,47,0.4524320851736374
E,8,33,0.18575354089308949
E,23,11,0.48210544285236967
C,23,35,-1.8247847038908005
E,49,33,-2.987177995851682
C,9,4,1.3866571872256923
E,22,35,1.142609265860668
B,35,32,0.6120350985820933
A,47,39,-2.4667171655916444
D,31,41,4.837075937018596
D,40,45,0.22008815018667027
A,19,33,-0.20336356777970277
B,36,2,-1.8543661706156196
C,42,10,1.120897392418955
C,13,38,2.852295676690673
B,9,8,3.672157690552429
B,49,25,3.2479747889242514
A,49,32,2.4507676527680298
A,21,4,-4.429839337363976
A,3,26,-4.912706035174859
E,2,27,0.5628000133005919
B,43,31,0.039621532696483275
A,36,17,-1.4109923537237679
B,1,40,1.0457316337428595
B,41,38,2.806794201674583
C,34,8,-0.4524143033466399
A,40,10,-2.4013487620339746
C,32,23,1.876080054433444
C,7,9,1.428814003194987
C,26,39,-0.8120367914048243
C,21,19,1.465768356514198
E,38,2,-1.281078623652605
A,41,17,-2.772205346108013
A,9,39,-2.660223408828931
E,13,32,-0.6675710626196905
A,13,14,1.5761896773993476
E,25,50,-2.570530471023229
A,23,44,-4.53191679857548
A,24,24,0.03544980772608497
A,39,21,-0.1903536372267558
E,39,10,2.7281811090557495
B,39,4,-0.8562244049903591
D,24,7,1.8592947390071721
C,29,16,-0.42154767261555426
E,37,23,2.621450089613772
A,45,1,2.2344031584815376
D,27,8,-0.7185714602968536
D,33,2,-0.2604408206449531
B,3,36,-1.070995700969427
A,12,43,-2.9540168080559717
E,50,1,0.900647752651917
E,29,14,0.08093630113201122
D,31,49,3.0463991130030905
A,32,25,2.3955470069759333
A,30,19,-1.3563966051098877
E,33,37,-1.503024087513917
D,21,40,4.9298040257138975
E,30,19,-1.8917135526836022
D,43,30,0.3081981679410133
D,47,50,-0.5970409132188519
E,49,30,-2.603174965341042
C,30,35,0.9629298181857324
E,42,32,-1.4256124469850153
B,37,5,-0.5432196047808873
E,47,39,4.621846625934742
E,10,24,-2.0239516471036136
A,40,35,-3.936359153828457
C,49,37,1.359840944311923
B,36,31,3.7297872572758877
C,23,21,-0.054922103778950904
B,8,29,0.9339510728343754
D,12,20,2.0438991813284018
A,17,1,-2.4986807592725837
C,44,3,0.38504375991222695
B,47,38,2.847717399417655
E,16,20,0.40663682409337554
D,49,21,1.822245574209517
C,6,48,1.4481029264770418
B,11,45,-1.5944882255314776
A,7,23,-4.776713339078648
B,36,40,1.580980376052529
E,5,12,1.5203637285121188
D,32,10,4.345585249579668
A,44,44,0.8410803019550803
A,45,35,-3.292653489265666
D,33,16,2.9648059267751234
B,35,14,3.5467977896114027
D,28,45,0.8702266115962858
E,31,16,0.1651212137455822
E,29,35,0.13086817759992186
A,48,37,-2.4482570232778444
D,16,42,4.481863158715986
C,16,49,0.4661217226506036
C,43,37,2.93229475277382
D,11,7,-0.12716715149786784
E,48,19,3.1449369641685925
A,21,37,-1.5637425662503412
D,10,27,4.73414409470425
E,47,43,2.5772666264306343
A,3,28,3.460491183833877
D,14,31,3.2541204105810166
E,4,32,2.0047060290404604
C,29,7,0.024181958176037188
E,21,26,1.2303788734268846
D,38,26,-0.5071762945887723
D,5,23,0.001614780188214926
D,36,49,1.1536653158040986
C,21,40,-0.6604472403956372
A,35,23,-0.7868775533675088
E,18,8,3.323971312044728
C,35,47,-1.5232337318515463
C,26,12,2.9583796256772352
B,44,20,0.3013997351533182
D,14,2,-0.6894215764335794
B,41,35,1.557285855255842
E,47,2,3.608386153239663
C,19,18,-1.5344932431153462
A,9,18,-2.102773917207894
D,13,2,2.8935008897840504
B,33,25,-0.39068925536808297
A,48,32,-3.557413763938867
C,46,35,0.3926642269270948
E,25,25,-0.5180810223209482
E,40,36,3.3912933460904666
B,41,3,-1.7550314385416157
C,16,2,-0.47106532920956723
A,7,33,-2.6320770959505326
B,9,48,3.721625467509016
B,50,9,2.326308086260454
A,40,11,3.9526333413885375
C,44,10,2.7874716478800208
A,33,31,-0.2544255498856449
D,45,4,1.409868185581899
D,38,16,2.0065176655406503
A,27,27,-3.1238493888843974
E,45,6,4.55867975409038
C,9,18,1.3147855094734213
B,30,25,-0.8946475269463008
E,2,18,0.4356165511866914
B,13,27,2.6696713899053908
A,41,4,4.291295808566289
E,34,16,4.391975235665379
A,28,9,-3.2186381546094345
D,25,23,-0.7754213239022094
C,8,29,-0.7854418381842025
B,38,41,0.8122675385914491
A,31,40,4.408225274194679
D,24,48,4.397435241893119
A,36,15,1.767876195730862
E,16,42,-1.5435724564501374
D,4,10,1.5965644143076414
E,7,14,3.5273332799324626
A,3,18,-0.638009729011376
D,12,1,2.456747417380575
B,1,35,3.798275069969452
E,22,32,1.6998369403400595
B,20,39,2.118431924821179
E,9,4,-2.532630782626856
C,34,50,1.5343974249734265
E,4,28,4.038535703052642
C,13,25,-1.0153442954535072
C,11,40,2.6804979880412203
D,11,27,1.0573472692829062
A,7,50,0.26055617180719004
A,49,2,0.042698622370608064
D,45,20,3.554509992418062
B,3,16,4.214000640061256
D,39,31,-0.5925678022508867
D,3,14,4.338704445142724
E,11,36,2.9425408143991856
E,38,10,-1.9792449925241362
C,7,42,0.23945676338776067
C,27,49,1.2282744066505646
B,25,28,1.1255531991921681
A,47,17,-2.943320204344756
C,42,43,-1.8310132950087503
C,13,29,-1.2906499922068886
B,35,50,4.565152980466472
A,8,36,4.861313170594249
B,7,41,-1.1741210189004865
C,30,18,2.5134651749149377
D,25,21,3.19965157654738
D,36,44,3.1695781311952658
A,10,33,-1.0229774904832745
A,13,5,1.849521585493025
A,44,4,-0.6306068281266413
C,14,49,-0.7557212748489572
D,36,40,0.8837205902027032
C,47,38,1.0509443596811292
A,42,43,-4.597749925621693
E,32,15,1.4686724509205442
C,41,4,-0.7326195268069307
E,30,39,4.432672234359696
C,1,32,-1.5257517162482075
A,7,14,-0.7437211316743593
C,33,22,0.417620792737492
A,48,13,-1.8277788746518784
B,2,46,4.383073826668596
E,37,27,4.192067714169327
A,29,21,-3.034781202216499
E,45,27,0.31638439678311503
D,27,6,4.571839648938957
D,15,10,3.3898577820214353
B,26,39,4.7648398853900344
C,9,6,0.05243016610611839
D,42,25,2.406425408226502
E,24,49,4.0243126092013695
C,8,10,-1.5810521454975732
D,12,6,4.551611726996361
C,31,15,-1.6742138033593539
C,15,21,2.068701886956564
D,20,10,-0.7921987829461639
B,30,29,4.940840963537848
C,5,45,-0.30819508776919413
B,11,29,0.03309430506384192
B,44,28,1.4078605776257325
E,7,28,2.3737480355748177
D,14,46,0.05240055142654243
D,21,29,-0.5106216361433649
B,41,20,-0.9909274187999966
E,45,33,2.8019829806902186
D,22,9,4.849125204523893
B,12,38,0.6569686124664118
C,22,7,-0.894773033094
E,44,30,1.9673869055065758
D,7,12,0.7788378485625407
E,13,41,2.2466247500918675
C,23,15,-0.06518728380194849
E,49,32,1.3815121328361544
B,22,45,-0.7187598044067831
E,34,4,4.676513835017111
C,34,45,0.4470181396535211
B,32,28,4.966950968319187
C,37,17,-1.4162332012838261
E,19,15,1.3271157418561268
C,43,32,2.963487972111655
E,15,40,2.0395938344582376
D,9,39,-0.6417264130329416
E,36,22,3.266990071013449
E,25,39,3.7909649042252997
